type|plz|city|street|name|tel|fax|email|gebiete|website|href
kanzlei|44135|Dortmund|Schwanenwall 9|Rechtsanwältin Ricarda Denner Fachanwältin für Familienrecht|0231 - 5 57 15 10|0231 - 55 71 51 20|kontakt@guntermann-rechtsanwaelte.de|Arzthaftungsrecht, Erbrecht, Familienrecht|http://www.guntermann-rechtsanwaelte.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/ricarda_denner_dortmund
kanzlei|66121|Saarbrücken|Geibelstr. 1|Kanzlei Dr. Thalhofer, Herrmann & Kollegen|0681 - 9 68 64-0|0681 - 9 68 64-20|info@rechtsanwaltspraxis.com|Arbeitsrecht, Erbrecht, Gesellschaftsrecht, Markenrecht, Mietrecht, Verkehrsrecht, Verkehrsunfallrecht, Wohnungseigentumsrecht|http://www.rechtsanwaltspraxis.com|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/dr__thalhofer__herrmann___kollegen_saarbruecken
kanzlei|47441|Moers|Uerdinger Straße 52a|Rechtsanwältin Charlotte Stevens|02841 - 17 71 77|02841 - 17 71 99|ra-stevens-skoberne@arcor.de|Familienrecht, Kaufrecht, Mietrecht||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/charlotte_stevens_moers
kanzlei|48231|Warendorf|Waldenburger Straße 10|Rechtsanwalt Notar Hans-Joachim Pietzer|02581 - 9 39 20|02581 - 93 92 91|post@lentfort.de||http://www.lentfort.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/hans-joachim_pietzer_warendorf
kanzlei|27283|Verden|Hospitalstr. 6|Kanzlei Rahn & Kollegen|04231 - 6 77 37-0|04231 - 6 77 37-29|info@rahn-und-kollegen.de|Arbeitsrecht, Baurecht (privates), Erbrecht, Familienrecht, Insolvenzrecht, Mediation, Medizinrecht, Arzthaftungsrecht, Sozialrecht, Versicherungsrecht, Wirtschaftsrecht, Zivilrecht|http://www.rahn-und-kollegen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rahn___kollegen_verden__aller_
kanzlei|40219|Düsseldorf|Benzenbergstr. 39-47|Rechtsanwalt Jürgen F.J. Mintgens Fachanwalt für Bau- und Architektenrecht|0211 - 93 88 99 11|0211 - 93 88 99 22|mail@g-t-w.de|Architektenrecht, Baurecht (privates), Bauträgerrecht, Ingenieurrecht, Urheberrecht|http://www.g-t-w.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/juergen_f_j__mintgens_duesseldorf
kanzlei|52428|Jülich|Poststr. 3|Rechtsanwältin Renate Paulsen-Prinz Fachanwältin für Sozialrecht|02461 - 9 77 80|02461 - 97 78 33|kanzlei@advo-reuter.de|Sozialrecht, Mietrecht, Erbrecht, Arzthaftungsrecht|http://www.advo-reuter.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/renate_paulsen-prinz_juelich
kanzlei|51109|Köln|Fasanenweg 4|Rechtsanwältin Verena Knoch|0221 - 8 88 46 20|0221 - 88 84 62 22|info@km-legal.de||http://www.km-legal.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/verena_knoch_koeln
kanzlei|49477|Ibbenbüren|Klosterstr. 2|Rechtsanwalt Jan Teerling Fachanwalt für Insolvenzrecht -  Fachanwalt für Steuerrecht - Mediator|05451 - 50 22 82-0|05451 - 50 22 82-20|info@ra-teerling.de|Insolvenzrecht, Steuerrecht, Mediation|http://www.ra-teerling.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/jan_teerling_ibbenbueren
kanzlei|48703|Stadtlohn|Dufkampstr. 28|Rechtsanwalt Stefan Abeln|02563 - 9 05 97 70|02563 - 90 59 77 50|abeln@rechtsdienste.eu||http://www.anwaltskanzleiabeln.eu|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/stefan_abeln_stadtlohn
kanzlei|41812|Erkelenz|Freiheitsplatz 6|Kanzlei Stieve ● Neikes & Coll.|02431 - 40 77|02431 - 7 54 45|rae@stieve-neikes.de|Arbeitsrecht, Architektenrecht, Baurecht (privates), Erbrecht, Familienrecht, Gesellschaftsrecht, Handelsrecht, Immobilienrecht, Kaufrecht, Mietrecht, OWI-Recht, Pachtrecht, Sozialrecht, Steuerrecht, Strafrecht, Verkehrsrecht, Wirtschaftsrecht, Wohnungseigentumsrecht|http://www.stieve-neikes.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/stieve___9679__neikes___coll__erkelenz
kanzlei|47652|Weeze|Kevelaerer Straße 11|Rechtsanwalt Ralf Pössl|02837 - 22 22|02837 - 25 09|info@janssen-poessl.de||http://www.janssen-poessl.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/ralf_poessl_weeze
kanzlei|60329|Frankfurt|Baseler Straße 35-37|Rechtsanwalt Thomas Franz|069 - 46 09 68 89-0|069 - 46 09 68 89-50|anwalt@bf-recht.de||http://www.bf-recht.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/thomas_franz_frankfurt_am_main
kanzlei|59399|Olfen|Bilholtstr. 38|Rechtsanwalt Notar Matthias Rogge|02595 - 30 55|02595 - 94 03|ra-giessler@ra-rogge.de|Erbrecht, Familienrecht, Handelsrecht, Wirtschaftsrecht|http://www.rogge-giessler.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/matthias_rogge_olfen
kanzlei|64297|Darmstadt|Reuterallee 25|Rechtsanwalt Peter-Ulrich Gilb|06151 - 59 59 22, 06151 - 59 59 22|06151 - 59 59 33|rae-gilb@t-online.de|||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/peter-ulrich_gilb_darmstadt
kanzlei|40212|Düsseldorf|Steinstr. 2|Rechtsanwältin Christa Winterhalder|0211 - 3 23 05 36, 0211 - 3 23 05 36|0211 - 13 42 20|rae-winterhalder@t-online.de|||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/christa_winterhalder_duesseldorf
kanzlei|33415|Verl|Wilhelmstr. 18|Rechtsanwalt Constantin Vernekohl Fachanwalt für Steuerrecht|05246 - 8 38 70|05246 - 83 87 18|notar@hnv-gt.de|Erbrecht, Gesellschaftsrecht, Steuerrecht, Wirtschaftsrecht|http://www.hackenbroich-vernekohl.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/constantin_vernekohl_verl
kanzlei|49685|Emstek|Lange Straße 23|Rechtsanwältin Beles Loddo-Egerer Fachanwältin für Familienrecht|04473 - 9 70 10|04473 - 97 01 11|kanzlei@akanzlei.de|Arbeitsrecht, Familienrecht, Mietrecht, Zivilrecht|http://www.akanzlei.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/beles_loddo-egerer_emstek
kanzlei|24105|Kiel|Feldstr. 125|Rechtsanwalt Tilmann Maeß|0431 - 8 06 57 89|0431 - 8 06 57 90|info@maess-heller.de|Familienrecht, Vertragsrecht, Mietrecht|http://www.maess-heller.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/tilmann_maess_kiel
kanzlei|58239|Schwerte|Kuhstr. 4|Rechtsanwalt Detlef Garus|02304 - 20 06-0|02304 - 20 06-29|info@kanzlei-gms.de|Arbeitsrecht, Erbrecht, Familienrecht, Rentenrecht, Sozialversicherungsrecht|http://www.kanzlei-gms.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/detlef_garus_schwerte
kanzlei|47798|Krefeld|Stadtgarten 3|Kanzlei Plattenteich & Plattenteich|02151 - 77 10 44|02151 - 77 92 48|mp@ra-plattenteich.de|Arbeitsrecht, Erbrecht, Mietrecht, Strafrecht, Verkehrsrecht, Vertragsrecht|http://www.ra-plattenteich.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/plattenteich___plattenteich_krefeld
kanzlei|53604|Bad|Bernhard-Klein-Straße 8|Rechtsanwalt Christof Ankele|02224 - 90 03 10|02224 - 90 03 11|info@sunda-rechtsanwaelte-bad-honnef.de|Mietrecht, Steuerrecht, Strafrecht, Verkehrsrecht, Wohnungseigentumsrecht|http://www.sunda-rechtsanwaelte-bad-honnef.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/christof_ankele_bad_honnef
kanzlei|46286|Dorsten|Wulfener Markt 13|Kanzlei Haase, Arentz, Havighorst & Partner|02369 - 40 64|02369 - 64 61|rechtsanwalt@kanzlei-haase-arentz.de|Arbeitsrecht, Arzthaftungsrecht, Baurecht (öffentliches), Baurecht (privates), Erbrecht, Familienrecht, Gesellschaftsrecht, Markenrecht, Medizinrecht, Mietrecht, OWI-Recht, Pachtrecht, Sozialrecht, Strafrecht, Urheberrecht, Verkehrsrecht, Verkehrsstrafrecht, Verkehrsunfallrecht, Vertragsrecht, Verwaltungsrecht, Wohnungseigentumsrecht|http://www.advomed.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/haase__arentz__havighorst___partner_dorsten_2
kanzlei|23552|Lübeck|Fünfhausen 1|Kanzlei Michael Karl Marxen & Susann Barge-Marxen|0451 - 7 60 70|0451 - 7 48 69|info@ra-barge-marxen.de|Arbeitsrecht, Erbrecht, Familienrecht, Gesellschaftsrecht, Handelsrecht, Immobilienrecht, Mediation|http://www.barge-marxen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/michael_karl_marxen___susann_barge-marxen_luebeck
kanzlei|52428|Jülich|Römerstr. 4 A|Kanzlei Dehlen & Garding|02461 - 5 20 07, 02461 - 5 20 07|02461 - 5 78 46|kontakt@raedehlengarding.de|Arbeitsrecht, Baurecht (privates), Erbrecht, Familienrecht, Insolvenzrecht, Mietrecht, Immobilienrecht, Sozialrecht, Strafrecht, OWI-Recht, Verkehrsrecht, Verwaltungsrecht|https://www.raedehlengarding.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/dehlen___garding_juelich
kanzlei|41539|Dormagen|Florastr. 8|Rechtsanwältin Monique Körber|02133 - 97 72 20|02133 - 9 77 22 20|dormagen@swn-rechtsanwaelte.de|Mietrecht, Wohnungseigentumsrecht, Verkehrsrecht, Verkehrsstrafrecht, OWI-Recht, Verkehrsunfallrecht, Versicherungsrecht, Strafrecht|http://www.swn-rechtsanwaelte.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/monique_koerber_dormagen
kanzlei|33397|Rietberg|Alter Markt 13|Rechtsanwalt Dr.jur. Friedrich-Wilhelm Schwöbbermeyer|02944 - 9 78 50 20|02944 - 9 78 50 22|info@dr-schwoebbermeyer.de|Arzthaftungsrecht, Baurecht (privates), Bauträgerrecht, Verkehrsrecht|http://www.dr-schwoebbermeyer.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr_jur__friedrich-wilhelm_schwoebbermeyer_rietberg
kanzlei|55116|Mainz|Emmerich-Josef-Straße 18|Rechtsanwalt Ralf Schwitzgebel Fachanwalt für Arbeitsrecht|06131 - 67 10 69|06131 - 67 37 76|info@kanzleibks.de|Arbeitsrecht, Mietrecht, Wohnungseigentumsrecht, Familienrecht, Vertragsrecht|http://www.kanzleibks.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/ralf_schwitzgebel_mainz
kanzlei|46399|Bocholt|Hermannstr. 23|Rechtsanwalt Prof. Dr. jur. Harald G. Kundoch|02871 - 2 19 27 80|02871 - 21 92 78 27|kanzlei@rae-felgemacher.de|Europarecht, Gesellschaftsrecht, Reiserecht, Steuerrecht, Wettbewerbsrecht|http://www.rae-felgemacher.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/prof__dr__jur__harald_g__kundoch_bocholt
kanzlei|56856|Zell|Schlossstr. 34|Rechtsanwältin Sarah Keim Fachanwältin für Miet- und Wohnungseigentumsrecht|06542 - 9 63 22-0|06542 - 9 63 22-11|info@sicher-im-recht.de|Mietrecht, Wohnungseigentumsrecht, Arbeitsrecht, Strafrecht|http://www.sicher-im-recht.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/sarah_keim_zell__mosel_
kanzlei|52477|Alsdorf|Martin-Luther-Straße 14|Rechtsanwalt Markus Schäfer|02404 - 45 45|02404 - 8 11 66|mail@anwaltskanzlei-graffius.de|||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/markus_schaefer_alsdorf
kanzlei|53757|Sankt|Bonner Straße 132|Rechtsanwalt Bastian Biegel|02241 - 3 01 05 80|02241 - 3 01 05 81|bastian.biegel@biegel-busche.de|Gewerblicher Rechtsschutz, Internetrecht, Markenrecht, Mietrecht, Pachtrecht, Strafrecht, Verkehrsrecht, Verkehrsstrafrecht, Wettbewerbsrecht, Zivilrecht|http://www.biegel-busche.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/bastian_biegel_sankt_augustin
kanzlei|50931|Köln|Dürener Straße 62-64|Rechtsanwalt Karl Fricke|0221 - 35 92 08 50|0221 - 35 92 08 55|mail@fc-anwalt.de|||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/karl_fricke_koeln
kanzlei|29439|Lüchow|Stettiner Straße 15|Kanzlei Dr. Jürgen Meyer & Partner|05841 - 32 13|05841 - 32 14|info@ra-meyer.com|||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/dr__juergen_meyer___partner_luechow__wendland_
kanzlei|42117|Wuppertal|Simonsstr. 80|Rechtsanwalt Hans-Georg WalterRechtsgebiete:|0202 - 45 03 89|0202 - 45 46 66|rechtsanwaelte@w-c-p.de||http://www.w-c-p.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/hans-georg_walter_wuppertal
kanzlei|50126|Bergheim|Hauptstr. 98|Kanzlei Dr. Drexler|02271 - 4 56 56|02271 - 4 59 59|office@kanzlei-drexler.de|Familienrecht, Mietrecht, Strafrecht, Erbrecht, Arbeitsrecht, Vertragsrecht, Medizinrecht|http://www.kanzlei-drexler.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/dr__drexler_bergheim
kanzlei|66111|Saarbrücken|Sulzbachstr. 22|Kanzlei John und Partner|0681 - 93 64 30|0681 - 9 36 43 43|kanzlei@rae-johnstrub.de|Arbeitsrecht, Bankrecht, Erbrecht, Familienrecht, Medizinrecht, Mietrecht, Wohnungseigentumsrecht, Sozialrecht, Strafrecht, Verkehrsrecht, Vertragsrecht, Verwaltungsrecht|http://www.john-seiler-partner.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/john_und_partner_saarbruecken
kanzlei|41061|Mönchengladbach|Hohenzollernstr. 124-126|Steuerberater Fred Hendricks|02161 - 92 79 70|02161 - 18 30 85|kanzlei@rae-wittmann.de||http://www.rae-wittmann.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/fred_hendricks_moenchengladbach
kanzlei|24768|Rendsburg|Kronprinzenstr. 1|Rechtsanwalt Jörg Maaßen|04331 - 5 80 00|04331 - 58 00 99|mail@eep.info||http://www.eep.info|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/joerg_maassen_rendsburg
kanzlei|44141|Dortmund|Karl-Marx-Straße 56|Rechtsanwalt Dr. Stefan Dettke|0231 - 9 83 40 20-0|0231 - 9 83 40 20-1|info@dr-dettke.com|Bankrecht, Gesellschaftsrecht, Handelsrecht|http://www.dr-dettke.com|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__stefan_dettke_dortmund
kanzlei|55116|Mainz|Fischtorplatz 20|Rechtsanwältin Katja Dettmar|06131 - 22 10 77|06131 - 23 53 53|mainz@fmp-recht.de||http://fmp-recht.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/katja_dettmar_mainz
kanzlei|47608|Geldern|Issumer Straße 47-49|Rechtsanwältin Annette Kuhl Fachanwältin für Familienrecht - Mediatorin|02831 - 8 00 75|02831 - 8 00 78|info@brohlundpartner.de|Familienrecht, Erbrecht, Zivilrecht, Mediation|http://www.brohlundpartner.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/annette_kuhl_geldern
kanzlei|40219|Düsseldorf|Benzenbergstr. 39-47|Rechtsanwalt Ulf Prechtel Fachanwalt für Verwaltungsrecht|0211 - 93 88 99 11|0211 - 93 88 99 22|mail@g-t-w.de|Baurecht (öffentliches), Berg-/Abgrabungsrecht, Vergaberecht, Verwaltungsrecht|http://www.g-t-w.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/ulf_prechtel_duesseldorf
kanzlei|23730|Neustadt|Kreuzweg 11|Kanzlei Rechtsanwälte Hoffmann & Götz|04561 - 25 55||kanzlei-hoffmann@gmx.net|Arbeitsrecht, Ausländerrecht, Baurecht (öffentliches), Baurecht (privates), Erbrecht, Familienrecht, Internetrecht, Medizinrecht, Mietrecht, Sozialrecht, Strafrecht, Verkehrsrecht, Verwaltungsrecht, Wettbewerbsrecht, Wohnungseigentumsrecht|http://sites.google.com/site/raehoffmannkollegen/|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwaelte_hoffmann___goetz_neustadt_in_holstein
kanzlei|24937|Flensburg|Am Holm 66|Rechtsanwalt Patrick Schlicker|0461 - 1 74 51|0461 - 2 21 34|kanzlei@holm66.de|Mietrecht, Versicherungsrecht, Zivilrecht|http://www.holm66.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/patrick_schlicker_flensburg
kanzlei|45468|Mülheim|Friedrichstr. 12|Kanzlei Dr. Tapp & Pelzner|0208 - 29 97 70|0208 - 2 99 77 11|info@tp-rae.de|Baurecht (privates), Familienrecht, Gesellschaftsrecht, Handelsrecht, Notarrecht, OWI-Recht, Urheberrecht, Verkehrsrecht, Verkehrsstrafrecht, Verkehrsunfallrecht, Vertragsrecht|http://www.tp-rae.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/dr__tapp___pelzner_muelheim_an_der_ruhr
kanzlei|24116|Kiel|Chemnitzstr. 32-34|Rechtsanwalt Stefan List Fachanwalt für Familienrecht -  Fachanwalt für Bau- und Architektenrecht|0431 - 1 22 22 22|0431 - 1 22 22 99|info@rechtsanwalt-list.de|Familienrecht, Baurecht (privates), Baurecht (öffentliches), Architektenrecht|http://www.rechtsanwalt-list.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/stefan_list_kiel
kanzlei|44135|Dortmund|Kaiserstr. 17a|Rechtsanwalt Ralf Schlüter Fachanwalt für Steuerrecht -  Fachanwalt für Arbeitsrecht|0231 - 5 59 00-0|0231 - 52 99 31|info@budin.de|Arbeitsrecht, Betriebsverfassungsrecht, Insolvenzrecht, Mietrecht, Pachtrecht, Steuerstrafrecht, Vertragsrecht|http://www.budin.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/ralf_schlueter_dortmund
kanzlei|45276|Essen|Bochumer Straße 2 - 6|Kanzlei Lelgemann, Brinkmann & Ernst|0201 - 51 00 14, 0201 - 51 00 14|0201 - 51 26 18|info@kanzlei-steele.de|Arbeitsrecht, Bankrecht, Baurecht (privates), Erbrecht, Familienrecht, Forderungseinzug/Inkasso, Gesellschaftsrecht, Handelsrecht, Kapitalanlagerecht, Mietrecht, OWI-Recht, Rentenrecht, Strafrecht, Verkehrsrecht, Verkehrsstrafrecht, Verkehrsunfallrecht, Zivilrecht||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/lelgemann__brinkmann___ernst_essen
kanzlei|24768|Rendsburg|Friedrich-Voß-Straße 24|Rechtsanwältin Ninive Eiramia|04331 - 45 90 30|04331 - 4 59 03 23|info@ra-rhp.de|Arbeitsrecht, Sozialrecht, Zivilrecht, Mietrecht|http://www.ra-rhp.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/ninive_eiramia_rendsburg
kanzlei|51429|Bergisch|Jan-Wellem-Straße 8|Rechtsanwalt Dr. Martin Andreae|02204 - 5 23 30, 02204 - 5 23 30|02204 - 5 52 01|m.andreae@t-online.de|Arbeitsrecht, Mietrecht, Strafrecht, Verkehrsrecht, Versicherungsrecht|http://www.rechtsanwaelte-bensberg.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__martin_andreae_bergisch_gladbach
kanzlei|24941|Flensburg|Lise-Meitner-Straße 12|Rechtsanwalt Armin Kenzler|0461 - 31 83 17-0|0461 - 31 83 17-10|info@schlueter-rechtsanwaelte.de|Gesellschaftsrecht, Baurecht (privates), Handelsrecht, Steuerrecht, Wettbewerbsrecht, Markenrecht|http://www.schlueter-rechtsanwaelte.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/armin_kenzler_flensburg
kanzlei|56856|Zell|Schlossstr. 7|Rechtsanwalt Dr. Paulgerhard Gladen|06542 - 9 63 26-0|06542 - 9 63 26-11|kanzlei@wohlleben-partner.de|Erbrecht, Jagdrecht, Forderungseinzug/Inkasso|http://www.wohlleben-partner.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__paulgerhard_gladen_zell__mosel_
kanzlei|48529|Nordhorn|Sandstiege 12|Kanzlei Weßling Kambach Bitzer|05921 - 8 04 60|05921 - 80 46 29|nordhorn@advokatus.de|Arbeitsrecht, Familienrecht, Forderungseinzug/Inkasso, Mietrecht, Strafrecht, Verkehrsrecht, Verkehrsstrafrecht, Versicherungsrecht, Vertragsrecht|http://www.advokatus.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/wessling_kambach_bitzer_nordhorn
kanzlei|46459|Rees|Weseler Straße 9|Rechtsanwalt Till Christian Uebe Fachanwalt für Familienrecht|02851 - 30 02|02851 - 23 93|info@terlindenunduebe.de|Familienrecht|http://www.terlindenunduebe.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/till_christian_uebe_rees
kanzlei|38102|Braunschweig|Kastanienallee 3|Kanzlei Loock & Loock|0531 - 7 20 44|0531 - 7 99 82 50|rechtsanwaelte.rh.loock@t-online.de|Familienrecht, Vertragsrecht, Kaufrecht, Mietrecht, Arbeitsrecht, Verkehrsunfallrecht, Verbraucherinsolvenzrecht, Betreuungsrecht, Erbrecht||https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/loock___loock_braunschweig
kanzlei|51381|Leverkusen|Lützenkirchener Straße 316|Kanzlei BAYER  JESSE  JAKUBASCHK|02171 - 76 00 28|02171 - 8 36 63|kontakt@bayer-jesse-jakubaschk.de|Arbeitsrecht, Erbrecht, Familienrecht, Mietrecht, Nachbarrecht, OWI-Recht, Pachtrecht, Sozialrecht, Sozialrecht - Hartz IV, Sozialversicherungsrecht, Strafrecht, Verkehrsrecht, Verkehrsstrafrecht, Verkehrsunfallrecht, Versicherungsrecht, Verwaltungsrecht, Wohnungseigentumsrecht|http://www.rae-bjj.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/bayer__jesse__jakubaschk_leverkusen
kanzlei|52146|Würselen|Klosterstr. 9 Morlaixplatz|Rechtsanwältin Sabrina Prümm Fachanwältin für Familienrecht -  Fachanwältin für Miet- und Wohnungseigentumsrecht - Mediatorin, Wirtschaftsmediatorin|02405 - 4 08 22-0|02405 - 4 08 22-20|info@bkw-anwalt.com|Adoptionsrecht, Familienrecht, Immobilienrecht, Mediation, Medizinrecht, Mietrecht, Wohnungseigentumsrecht|http://www.bkw-anwalt.com|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/sabrina_pruemm_wuerselen
kanzlei|39590|Tangermünde|Friedrich-Ebert-Straße 110|Kanzlei Jungnickel Rechtsanwälte|039322 - 4 59 10|039322 - 7 31 85|info@jung-und-gut.de|Arbeitsrecht, Erbrecht, Familienrecht, Insolvenzrecht, Mietrecht, OWI-Recht, Sozialrecht, Strafrecht, Verkehrsrecht, Vertragsrecht, Verwaltungsrecht, Wohnungseigentumsrecht, Zivilrecht|http://www.jung-und-gut.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/jungnickel_rechtsanwaelte_tangermuende
kanzlei|47574|Goch|Herzogenstr. 5|Rechtsanwalt Stephan Kessel|02823 - 92 93 80|02823 - 9 29 38 19|info@kanzlei-bellen.de|Mietrecht, Strafrecht, Verwaltungsrecht|http://kanzlei-bellen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/stephan_kessel_goch
kanzlei|47051|Duisburg|Königstr. 44|Kanzlei BROCKERHOFF | GEISER | BROCKERHOFF|0203 - 28 54 60|0203 - 2 85 46 20|info@brockerhoff-geiser.de|Arbeitsrecht, Arzthaftungsrecht, Baurecht (privates), Erbrecht, Familienrecht, Gesellschaftsrecht, Handelsrecht, Kaufrecht, Medizinrecht, Mietrecht, Verbraucherrecht, Vertragsrecht, Wettbewerbsrecht, Wohnungseigentumsrecht|http://www.brockerhoff-geiser.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/brockerhoff___geiser___brockerhoff_duisburg
kanzlei|60322|Frankfurt|Eschersheimer Landstr. 14 Turmcenter|Rechtsanwalt Dr. Georg Hüllen Fachanwalt für Insolvenzrecht|069 - 91 30 84-0, 069 - 91 30 84-0|069 - 91 30 86-56|frankfurt@rae-huellen.de|Insolvenzrecht, Arbeitsrecht, Anwaltshaftungsrecht|http://www.rae-huellen.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/dr__georg_huellen_frankfurt_am_main
kanzlei|06112|Halle|Am Steintor 19|Kanzlei jürges.knop.stiller - überortliche Anwaltssozietät|0345 - 1 22 98 80|0345 - 12 29 88 77|halle@jks-rae.de|Arbeitsrecht, Erbrecht, Familienrecht, Kapitalanlagerecht, Mietrecht, Öffentliches Recht, Sozialrecht, Strafrecht, Verkehrsrecht, Verkehrsstrafrecht, Verkehrsunfallrecht, Verwaltungsrecht, Wohnungseigentumsrecht|http://www.jksrecht.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/juerges_knop_stiller_-_ueberortliche_anwaltssozietaet_halle__saale_
kanzlei|53879|Euskirchen|Bahnhofstr. 27-29|Kanzlei Pitzen & Gorski in Bürogemeinschaft|02251 - 5 10 71|02251 - 5 24 10|kanzlei@pitzen-gorski.de|Familienrecht, Arbeitsrecht, Verkehrsrecht, Mietrecht, Erbrecht, Betreuungsrecht, Strafrecht|http://www.pitzen-gorski.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/pitzen___gorski_in_buerogemeinschaft_euskirchen
kanzlei|59192|Bergkamen|Landwehrstr. 19|Rechtsanwältin Michaela Gerling Fachanwältin für Familienrecht|02307 - 8 73 25|02307 - 8 43 46|kanzlei@gerling-jeuschede.de|Familienrecht, Erbrecht|http://www.gerling-jeuschede.de|https://www.anwaltsverzeichnis.de/rechtsanwaelte/kanzlei/rechtsanwalt/michaela_gerling_bergkamen
